subject_ru,levels,type,topic_ru,topic_kz,prompt_ru,prompt_kz,options_ru,options_kz,correct_option_ids,sample_answer_ru,sample_answer_kz,keywords_ru,keywords_kz,explanation_ru,explanation_kz
Математика,medium,single_choice,Логарифм степени,Дәреженің логарифмі,Какая запись корректна для темы «Логарифм степени»?,«Дәреженің логарифмі» тақырыбына қай жазба дұрыс келеді?,log_a(x^k) = (log_a x)/k|log_a(x^k) = log_a x^k|log_a(x^k) = k log_a x|log_a(x^k) = log_a x + k,log_a(x^k) = (log_a x)/k|log_a(x^k) = log_a x^k|log_a(x^k) = k log_a x|log_a(x^k) = log_a x + k,3,,,,,Показатель степени выносится перед логарифмом как множитель.,Дәреже көрсеткіші логарифм алдына көбейткіш болып шығады.
Математика,medium,single_choice,Логарифм степени,Дәреженің логарифмі,Укажите правильное математическое равенство для темы «Логарифм степени».,«Дәреженің логарифмі» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,log_a(x^k) = log_a x^k|log_a(x^k) = log_a x + k|log_a(x^k) = (log_a x)/k|log_a(x^k) = k log_a x,log_a(x^k) = log_a x^k|log_a(x^k) = log_a x + k|log_a(x^k) = (log_a x)/k|log_a(x^k) = k log_a x,4,,,,,Показатель степени выносится перед логарифмом как множитель.,Дәреже көрсеткіші логарифм алдына көбейткіш болып шығады.
Математика,medium,single_choice,Переход к новому основанию логарифма,Логарифм негізін ауыстыру,Выберите верную формулу по теме «Переход к новому основанию логарифма».,«Логарифм негізін ауыстыру» тақырыбы бойынша дұрыс формуланы таңдаңыз.,log_a b = ln(ab)|log_a b = ln b - ln a|log_a b = ln b / ln a|log_a b = ln a / ln b,log_a b = ln(ab)|log_a b = ln b - ln a|log_a b = ln b / ln a|log_a b = ln a / ln b,3,,,,,Формула смены основания позволяет считать логарифмы через ln.,Негізді ауыстыру формуласы логарифмді ln арқылы есептеуге мүмкіндік береді.
Математика,medium,single_choice,Переход к новому основанию логарифма,Логарифм негізін ауыстыру,Какая запись корректна для темы «Переход к новому основанию логарифма»?,«Логарифм негізін ауыстыру» тақырыбына қай жазба дұрыс келеді?,log_a b = ln a / ln b|log_a b = ln(ab)|log_a b = ln b - ln a|log_a b = ln b / ln a,log_a b = ln a / ln b|log_a b = ln(ab)|log_a b = ln b - ln a|log_a b = ln b / ln a,4,,,,,Формула смены основания позволяет считать логарифмы через ln.,Негізді ауыстыру формуласы логарифмді ln арқылы есептеуге мүмкіндік береді.
Математика,medium,single_choice,Переход к новому основанию логарифма,Логарифм негізін ауыстыру,Укажите правильное математическое равенство для темы «Переход к новому основанию логарифма».,«Логарифм негізін ауыстыру» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,log_a b = ln b - ln a|log_a b = ln b / ln a|log_a b = ln(ab)|log_a b = ln a / ln b,log_a b = ln b - ln a|log_a b = ln b / ln a|log_a b = ln(ab)|log_a b = ln a / ln b,2,,,,,Формула смены основания позволяет считать логарифмы через ln.,Негізді ауыстыру формуласы логарифмді ln арқылы есептеуге мүмкіндік береді.
Математика,medium,single_choice,Производная степенной функции,Дәрежелік функцияның туындысы,Выберите верную формулу по теме «Производная степенной функции».,«Дәрежелік функцияның туындысы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,(x^n)' = n x^(n-1)|(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n^x,(x^n)' = n x^(n-1)|(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n^x,1,,,,,Производная x^n равна n*x^(n-1).,x^n функциясының туындысы n*x^(n-1)-ге тең.
Математика,medium,single_choice,Производная степенной функции,Дәрежелік функцияның туындысы,Какая запись корректна для темы «Производная степенной функции»?,«Дәрежелік функцияның туындысы» тақырыбына қай жазба дұрыс келеді?,(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n x^(n-1)|(x^n)' = n^x,(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n x^(n-1)|(x^n)' = n^x,3,,,,,Производная x^n равна n*x^(n-1).,x^n функциясының туындысы n*x^(n-1)-ге тең.
Математика,medium,single_choice,Производная степенной функции,Дәрежелік функцияның туындысы,Укажите правильное математическое равенство для темы «Производная степенной функции».,«Дәрежелік функцияның туындысы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,(x^n)' = n^x|(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n x^(n-1),(x^n)' = n^x|(x^n)' = x^(n-1)|(x^n)' = n x^n|(x^n)' = n x^(n-1),4,,,,,Производная x^n равна n*x^(n-1).,x^n функциясының туындысы n*x^(n-1)-ге тең.
Математика,medium,single_choice,Производная синуса,Синустың туындысы,Выберите верную формулу по теме «Производная синуса».,«Синустың туындысы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,(sin x)' = cos x|(sin x)' = -cos x|(sin x)' = tan x|(sin x)' = -sin x,(sin x)' = cos x|(sin x)' = -cos x|(sin x)' = tan x|(sin x)' = -sin x,1,,,,,Стандартная производная синуса — косинус.,Синус функциясының туындысы — косинус.
Математика,medium,single_choice,Производная синуса,Синустың туындысы,Какая запись корректна для темы «Производная синуса»?,«Синустың туындысы» тақырыбына қай жазба дұрыс келеді?,(sin x)' = -sin x|(sin x)' = tan x|(sin x)' = cos x|(sin x)' = -cos x,(sin x)' = -sin x|(sin x)' = tan x|(sin x)' = cos x|(sin x)' = -cos x,3,,,,,Стандартная производная синуса — косинус.,Синус функциясының туындысы — косинус.
Математика,medium,single_choice,Производная синуса,Синустың туындысы,Укажите правильное математическое равенство для темы «Производная синуса».,«Синустың туындысы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,(sin x)' = -cos x|(sin x)' = -sin x|(sin x)' = cos x|(sin x)' = tan x,(sin x)' = -cos x|(sin x)' = -sin x|(sin x)' = cos x|(sin x)' = tan x,3,,,,,Стандартная производная синуса — косинус.,Синус функциясының туындысы — косинус.
Математика,medium,single_choice,Производная косинуса,Косинустың туындысы,Выберите верную формулу по теме «Производная косинуса».,«Косинустың туындысы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x|(cos x)' = sin x,(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x|(cos x)' = sin x,2,,,,,Производная косинуса равна минус синусу.,Косинустың туындысы минус синусқа тең.
Математика,medium,single_choice,Производная косинуса,Косинустың туындысы,Какая запись корректна для темы «Производная косинуса»?,«Косинустың туындысы» тақырыбына қай жазба дұрыс келеді?,(cos x)' = sin x|(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x,(cos x)' = sin x|(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x,3,,,,,Производная косинуса равна минус синусу.,Косинустың туындысы минус синусқа тең.
Математика,medium,single_choice,Производная косинуса,Косинустың туындысы,Укажите правильное математическое равенство для темы «Производная косинуса».,«Косинустың туындысы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x|(cos x)' = sin x,(cos x)' = cos x|(cos x)' = -sin x|(cos x)' = -cos x|(cos x)' = sin x,2,,,,,Производная косинуса равна минус синусу.,Косинустың туындысы минус синусқа тең.
Математика,medium,single_choice,Первообразная степенной функции,Дәрежелік функцияның алғашқы функциясы,Выберите верную формулу по теме «Первообразная степенной функции».,«Дәрежелік функцияның алғашқы функциясы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,"∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = n x^(n-1) + C|∫x^n dx = ln x + C|∫x^n dx = x^n/n + C","∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = n x^(n-1) + C|∫x^n dx = ln x + C|∫x^n dx = x^n/n + C",1,,,,,Для n ≠ -1 первообразная x^n имеет показатель n+1 и деление на n+1.,"n ≠ -1 болғанда x^n функциясының алғашқы функциясында көрсеткіш n+1 болып, n+1-ге бөлінеді."
Математика,medium,single_choice,Первообразная степенной функции,Дәрежелік функцияның алғашқы функциясы,Какая запись корректна для темы «Первообразная степенной функции»?,«Дәрежелік функцияның алғашқы функциясы» тақырыбына қай жазба дұрыс келеді?,"∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = ln x + C|∫x^n dx = x^n/n + C|∫x^n dx = n x^(n-1) + C","∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = ln x + C|∫x^n dx = x^n/n + C|∫x^n dx = n x^(n-1) + C",1,,,,,Для n ≠ -1 первообразная x^n имеет показатель n+1 и деление на n+1.,"n ≠ -1 болғанда x^n функциясының алғашқы функциясында көрсеткіш n+1 болып, n+1-ге бөлінеді."
Математика,medium,single_choice,Первообразная степенной функции,Дәрежелік функцияның алғашқы функциясы,Укажите правильное математическое равенство для темы «Первообразная степенной функции».,«Дәрежелік функцияның алғашқы функциясы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,"∫x^n dx = ln x + C|∫x^n dx = n x^(n-1) + C|∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = x^n/n + C","∫x^n dx = ln x + C|∫x^n dx = n x^(n-1) + C|∫x^n dx = x^(n+1)/(n+1) + C, n ≠ -1|∫x^n dx = x^n/n + C",3,,,,,Для n ≠ -1 первообразная x^n имеет показатель n+1 и деление на n+1.,"n ≠ -1 болғанда x^n функциясының алғашқы функциясында көрсеткіш n+1 болып, n+1-ге бөлінеді."
Математика,medium,single_choice,Свойство экспоненты,Экспонентаның қасиеті,Выберите верную формулу по теме «Свойство экспоненты».,«Экспонентаның қасиеті» тақырыбы бойынша дұрыс формуланы таңдаңыз.,e^(x+y) = e^x * e^y|e^(x+y) = e^(xy)|e^(x+y) = x^e + y^e|e^(x+y) = e^x + e^y,e^(x+y) = e^x * e^y|e^(x+y) = e^(xy)|e^(x+y) = x^e + y^e|e^(x+y) = e^x + e^y,1,,,,,Экспонента переводит сумму в произведение.,Экспонента қосындыны көбейтіндіге айналдырады.
Математика,medium,single_choice,Свойство экспоненты,Экспонентаның қасиеті,Какая запись корректна для темы «Свойство экспоненты»?,«Экспонентаның қасиеті» тақырыбына қай жазба дұрыс келеді?,e^(x+y) = e^(xy)|e^(x+y) = e^x + e^y|e^(x+y) = e^x * e^y|e^(x+y) = x^e + y^e,e^(x+y) = e^(xy)|e^(x+y) = e^x + e^y|e^(x+y) = e^x * e^y|e^(x+y) = x^e + y^e,3,,,,,Экспонента переводит сумму в произведение.,Экспонента қосындыны көбейтіндіге айналдырады.
Математика,medium,single_choice,Свойство экспоненты,Экспонентаның қасиеті,Укажите правильное математическое равенство для темы «Свойство экспоненты».,«Экспонентаның қасиеті» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,e^(x+y) = e^x + e^y|e^(x+y) = x^e + y^e|e^(x+y) = e^(xy)|e^(x+y) = e^x * e^y,e^(x+y) = e^x + e^y|e^(x+y) = x^e + y^e|e^(x+y) = e^(xy)|e^(x+y) = e^x * e^y,4,,,,,Экспонента переводит сумму в произведение.,Экспонента қосындыны көбейтіндіге айналдырады.
Математика,medium,single_choice,Тригонометрическое тождество,Тригонометриялық тепе-теңдік,Выберите верную формулу по теме «Тригонометрическое тождество».,«Тригонометриялық тепе-теңдік» тақырыбы бойынша дұрыс формуланы таңдаңыз.,sin^2 x + cos^2 x = 1|sin x + cos x = 1|sin^2 x - cos^2 x = 1|tan^2 x + 1 = 0,sin^2 x + cos^2 x = 1|sin x + cos x = 1|sin^2 x - cos^2 x = 1|tan^2 x + 1 = 0,1,,,,,Базовое тригонометрическое тождество связывает синус и косинус.,Негізгі тригонометриялық тепе-теңдік синус пен косинусты байланыстырады.
Математика,medium,single_choice,Тригонометрическое тождество,Тригонометриялық тепе-теңдік,Какая запись корректна для темы «Тригонометрическое тождество»?,«Тригонометриялық тепе-теңдік» тақырыбына қай жазба дұрыс келеді?,sin^2 x + cos^2 x = 1|sin x + cos x = 1|sin^2 x - cos^2 x = 1|tan^2 x + 1 = 0,sin^2 x + cos^2 x = 1|sin x + cos x = 1|sin^2 x - cos^2 x = 1|tan^2 x + 1 = 0,1,,,,,Базовое тригонометрическое тождество связывает синус и косинус.,Негізгі тригонометриялық тепе-теңдік синус пен косинусты байланыстырады.
Математика,medium,single_choice,Тригонометрическое тождество,Тригонометриялық тепе-теңдік,Укажите правильное математическое равенство для темы «Тригонометрическое тождество».,«Тригонометриялық тепе-теңдік» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,sin^2 x + cos^2 x = 1|sin^2 x - cos^2 x = 1|sin x + cos x = 1|tan^2 x + 1 = 0,sin^2 x + cos^2 x = 1|sin^2 x - cos^2 x = 1|sin x + cos x = 1|tan^2 x + 1 = 0,1,,,,,Базовое тригонометрическое тождество связывает синус и косинус.,Негізгі тригонометриялық тепе-теңдік синус пен косинусты байланыстырады.
Математика,medium,single_choice,Определение тангенса,Тангенс анықтамасы,Выберите верную формулу по теме «Определение тангенса».,«Тангенс анықтамасы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,tan x = cos x / sin x|tan x = sin x / cos x|tan x = sin x * cos x|tan x = 1 / sin x,tan x = cos x / sin x|tan x = sin x / cos x|tan x = sin x * cos x|tan x = 1 / sin x,2,,,,,Тангенс угла — отношение синуса к косинусу.,Бұрыштың тангенсі — синустың косинусқа қатынасы.
Математика,medium,single_choice,Определение тангенса,Тангенс анықтамасы,Какая запись корректна для темы «Определение тангенса»?,«Тангенс анықтамасы» тақырыбына қай жазба дұрыс келеді?,tan x = cos x / sin x|tan x = sin x * cos x|tan x = sin x / cos x|tan x = 1 / sin x,tan x = cos x / sin x|tan x = sin x * cos x|tan x = sin x / cos x|tan x = 1 / sin x,3,,,,,Тангенс угла — отношение синуса к косинусу.,Бұрыштың тангенсі — синустың косинусқа қатынасы.
Математика,medium,single_choice,Определение тангенса,Тангенс анықтамасы,Укажите правильное математическое равенство для темы «Определение тангенса».,«Тангенс анықтамасы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,tan x = 1 / sin x|tan x = sin x * cos x|tan x = sin x / cos x|tan x = cos x / sin x,tan x = 1 / sin x|tan x = sin x * cos x|tan x = sin x / cos x|tan x = cos x / sin x,3,,,,,Тангенс угла — отношение синуса к косинусу.,Бұрыштың тангенсі — синустың косинусқа қатынасы.
Математика,medium,single_choice,Расстояние между точками на плоскости,Жазықтықтағы нүктелер арақашықтығы,Выберите верную формулу по теме «Расстояние между точками на плоскости».,«Жазықтықтағы нүктелер арақашықтығы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,d = (x2-x1)^2 + (y2-y1)^2|d = (x2-x1)+(y2-y1)|d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2),d = (x2-x1)^2 + (y2-y1)^2|d = (x2-x1)+(y2-y1)|d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2),4,,,,,Расстояние между точками на плоскости вычисляется по теореме Пифагора.,Жазықтықтағы нүктелер арасындағы қашықтық Пифагор теоремасы арқылы табылады.
Математика,medium,single_choice,Расстояние между точками на плоскости,Жазықтықтағы нүктелер арақашықтығы,Какая запись корректна для темы «Расстояние между точками на плоскости»?,«Жазықтықтағы нүктелер арақашықтығы» тақырыбына қай жазба дұрыс келеді?,d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2)|d = (x2-x1)^2 + (y2-y1)^2|d = (x2-x1)+(y2-y1),d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2)|d = (x2-x1)^2 + (y2-y1)^2|d = (x2-x1)+(y2-y1),2,,,,,Расстояние между точками на плоскости вычисляется по теореме Пифагора.,Жазықтықтағы нүктелер арасындағы қашықтық Пифагор теоремасы арқылы табылады.
Математика,medium,single_choice,Расстояние между точками на плоскости,Жазықтықтағы нүктелер арақашықтығы,Укажите правильное математическое равенство для темы «Расстояние между точками на плоскости».,«Жазықтықтағы нүктелер арақашықтығы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,d = (x2-x1)+(y2-y1)|d = (x2-x1)^2 + (y2-y1)^2|d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2),d = (x2-x1)+(y2-y1)|d = (x2-x1)^2 + (y2-y1)^2|d = sqrt((x2+x1)^2 + (y2+y1)^2)|d = sqrt((x2-x1)^2 + (y2-y1)^2),4,,,,,Расстояние между точками на плоскости вычисляется по теореме Пифагора.,Жазықтықтағы нүктелер арасындағы қашықтық Пифагор теоремасы арқылы табылады.
Математика,medium,single_choice,Координаты середины отрезка,Кесіндінің ортасы координаталары,Выберите верную формулу по теме «Координаты середины отрезка».,«Кесіндінің ортасы координаталары» тақырыбы бойынша дұрыс формуланы таңдаңыз.,"M((x1+x2)/2, (y1+y2)/2)|M(x1+x2, y1+y2)|M(x1/2, y1/2)|M((x2-x1)/2, (y2-y1)/2)","M((x1+x2)/2, (y1+y2)/2)|M(x1+x2, y1+y2)|M(x1/2, y1/2)|M((x2-x1)/2, (y2-y1)/2)",1,,,,,Координаты середины — средние арифметические соответствующих координат концов отрезка.,Кесінді ортасының координаталары — ұштарының сәйкес координаталарының арифметикалық ортасы.
Математика,medium,single_choice,Координаты середины отрезка,Кесіндінің ортасы координаталары,Какая запись корректна для темы «Координаты середины отрезка»?,«Кесіндінің ортасы координаталары» тақырыбына қай жазба дұрыс келеді?,"M(x1+x2, y1+y2)|M((x1+x2)/2, (y1+y2)/2)|M((x2-x1)/2, (y2-y1)/2)|M(x1/2, y1/2)","M(x1+x2, y1+y2)|M((x1+x2)/2, (y1+y2)/2)|M((x2-x1)/2, (y2-y1)/2)|M(x1/2, y1/2)",2,,,,,Координаты середины — средние арифметические соответствующих координат концов отрезка.,Кесінді ортасының координаталары — ұштарының сәйкес координаталарының арифметикалық ортасы.
Математика,medium,single_choice,Координаты середины отрезка,Кесіндінің ортасы координаталары,Укажите правильное математическое равенство для темы «Координаты середины отрезка».,«Кесіндінің ортасы координаталары» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,"M(x1+x2, y1+y2)|M(x1/2, y1/2)|M((x2-x1)/2, (y2-y1)/2)|M((x1+x2)/2, (y1+y2)/2)","M(x1+x2, y1+y2)|M(x1/2, y1/2)|M((x2-x1)/2, (y2-y1)/2)|M((x1+x2)/2, (y1+y2)/2)",4,,,,,Координаты середины — средние арифметические соответствующих координат концов отрезка.,Кесінді ортасының координаталары — ұштарының сәйкес координаталарының арифметикалық ортасы.
Математика,medium,single_choice,Классическая вероятность,Классикалық ықтималдық,Выберите верную формулу по теме «Классическая вероятность».,«Классикалық ықтималдық» тақырыбы бойынша дұрыс формуланы таңдаңыз.,P(A) = m-n|P(A) = m+n|P(A) = m/n|P(A) = n/m,P(A) = m-n|P(A) = m+n|P(A) = m/n|P(A) = n/m,3,,,,,Классическая вероятность равна отношению числа благоприятных исходов к числу всех равновозможных исходов.,Классикалық ықтималдық — қолайлы нәтижелер санының барлық тең мүмкін нәтижелер санына қатынасы.
Математика,medium,single_choice,Классическая вероятность,Классикалық ықтималдық,Какая запись корректна для темы «Классическая вероятность»?,«Классикалық ықтималдық» тақырыбына қай жазба дұрыс келеді?,P(A) = n/m|P(A) = m-n|P(A) = m/n|P(A) = m+n,P(A) = n/m|P(A) = m-n|P(A) = m/n|P(A) = m+n,3,,,,,Классическая вероятность равна отношению числа благоприятных исходов к числу всех равновозможных исходов.,Классикалық ықтималдық — қолайлы нәтижелер санының барлық тең мүмкін нәтижелер санына қатынасы.
Математика,medium,single_choice,Классическая вероятность,Классикалық ықтималдық,Укажите правильное математическое равенство для темы «Классическая вероятность».,«Классикалық ықтималдық» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,P(A) = m-n|P(A) = n/m|P(A) = m/n|P(A) = m+n,P(A) = m-n|P(A) = n/m|P(A) = m/n|P(A) = m+n,3,,,,,Классическая вероятность равна отношению числа благоприятных исходов к числу всех равновозможных исходов.,Классикалық ықтималдық — қолайлы нәтижелер санының барлық тең мүмкін нәтижелер санына қатынасы.
Математика,medium,single_choice,Число сочетаний,Терулер саны,Выберите верную формулу по теме «Число сочетаний».,«Терулер саны» тақырыбы бойынша дұрыс формуланы таңдаңыз.,C_n^k = n! / (k!(n-k)!)|C_n^k = n^k|C_n^k = n!/k!|C_n^k = (n-k)!/n!,C_n^k = n! / (k!(n-k)!)|C_n^k = n^k|C_n^k = n!/k!|C_n^k = (n-k)!/n!,1,,,,,Формула сочетаний задает количество способов выбрать k элементов из n без учета порядка.,Терулер формуласы n элементтен ретін есептемей k элемент таңдаудың санын береді.
Математика,hard,single_choice,Неравенство Коши,Коши теңсіздігі,Выберите верную формулу по теме «Неравенство Коши».,«Коши теңсіздігі» тақырыбы бойынша дұрыс формуланы таңдаңыз.,a+b >= ab|(a^2 + b^2)/2 >= ab|(a^2+b^2)/2 <= ab|a^2+b^2 = ab,a+b >= ab|(a^2 + b^2)/2 >= ab|(a^2+b^2)/2 <= ab|a^2+b^2 = ab,2,,,,,"Неравенство Коши (AM-QM) утверждает, что среднее квадратичное не меньше среднего арифметического.",Коши теңсіздігі бойынша квадраттық орта арифметикалық ортадан кем емес.
Математика,hard,single_choice,Неравенство Коши,Коши теңсіздігі,Какая запись корректна для темы «Неравенство Коши»?,«Коши теңсіздігі» тақырыбына қай жазба дұрыс келеді?,(a^2+b^2)/2 <= ab|a+b >= ab|a^2+b^2 = ab|(a^2 + b^2)/2 >= ab,(a^2+b^2)/2 <= ab|a+b >= ab|a^2+b^2 = ab|(a^2 + b^2)/2 >= ab,4,,,,,"Неравенство Коши (AM-QM) утверждает, что среднее квадратичное не меньше среднего арифметического.",Коши теңсіздігі бойынша квадраттық орта арифметикалық ортадан кем емес.
Математика,hard,single_choice,Неравенство Коши,Коши теңсіздігі,Укажите правильное математическое равенство для темы «Неравенство Коши».,«Коши теңсіздігі» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,a+b >= ab|(a^2 + b^2)/2 >= ab|a^2+b^2 = ab|(a^2+b^2)/2 <= ab,a+b >= ab|(a^2 + b^2)/2 >= ab|a^2+b^2 = ab|(a^2+b^2)/2 <= ab,2,,,,,"Неравенство Коши (AM-QM) утверждает, что среднее квадратичное не меньше среднего арифметического.",Коши теңсіздігі бойынша квадраттық орта арифметикалық ортадан кем емес.
Математика,hard,single_choice,Неравенство AM-GM,AM-GM теңсіздігі,Выберите верную формулу по теме «Неравенство AM-GM».,«AM-GM теңсіздігі» тақырыбы бойынша дұрыс формуланы таңдаңыз.,"a+b >= 2ab|(a+b)/2 >= sqrt(ab), a,b>0|(a+b)/2 <= sqrt(ab)|(a+b)/2 = ab","a+b >= 2ab|(a+b)/2 >= sqrt(ab), a,b>0|(a+b)/2 <= sqrt(ab)|(a+b)/2 = ab",2,,,,,Для положительных чисел среднее арифметическое не меньше среднего геометрического.,Оң сандар үшін арифметикалық орта геометриялық ортадан кем емес.
Математика,hard,single_choice,Неравенство AM-GM,AM-GM теңсіздігі,Какая запись корректна для темы «Неравенство AM-GM»?,«AM-GM теңсіздігі» тақырыбына қай жазба дұрыс келеді?,"(a+b)/2 <= sqrt(ab)|a+b >= 2ab|(a+b)/2 = ab|(a+b)/2 >= sqrt(ab), a,b>0","(a+b)/2 <= sqrt(ab)|a+b >= 2ab|(a+b)/2 = ab|(a+b)/2 >= sqrt(ab), a,b>0",4,,,,,Для положительных чисел среднее арифметическое не меньше среднего геометрического.,Оң сандар үшін арифметикалық орта геометриялық ортадан кем емес.
Математика,hard,single_choice,Неравенство AM-GM,AM-GM теңсіздігі,Укажите правильное математическое равенство для темы «Неравенство AM-GM».,«AM-GM теңсіздігі» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,"(a+b)/2 <= sqrt(ab)|a+b >= 2ab|(a+b)/2 = ab|(a+b)/2 >= sqrt(ab), a,b>0","(a+b)/2 <= sqrt(ab)|a+b >= 2ab|(a+b)/2 = ab|(a+b)/2 >= sqrt(ab), a,b>0",4,,,,,Для положительных чисел среднее арифметическое не меньше среднего геометрического.,Оң сандар үшін арифметикалық орта геометриялық ортадан кем емес.
Математика,hard,single_choice,Теорема косинусов,Косинустар теоремасы,Выберите верную формулу по теме «Теорема косинусов».,«Косинустар теоремасы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,c^2 = a^2 + b^2 + 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c^2 = a^2 + b^2 - 2ab cos C,c^2 = a^2 + b^2 + 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c^2 = a^2 + b^2 - 2ab cos C,4,,,,,Теорема косинусов обобщает теорему Пифагора для произвольного треугольника.,Косинустар теоремасы кез келген үшбұрыш үшін Пифагор теоремасының жалпыламасы.
Математика,hard,single_choice,Теорема косинусов,Косинустар теоремасы,Какая запись корректна для темы «Теорема косинусов»?,«Косинустар теоремасы» тақырыбына қай жазба дұрыс келеді?,c^2 = a^2 + b^2 - 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c^2 = a^2 + b^2 + 2ab cos C,c^2 = a^2 + b^2 - 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c^2 = a^2 + b^2 + 2ab cos C,1,,,,,Теорема косинусов обобщает теорему Пифагора для произвольного треугольника.,Косинустар теоремасы кез келген үшбұрыш үшін Пифагор теоремасының жалпыламасы.
Математика,hard,single_choice,Теорема косинусов,Косинустар теоремасы,Укажите правильное математическое равенство для темы «Теорема косинусов».,«Косинустар теоремасы» тақырыбы үшін дұрыс математикалық теңдікті көрсетіңіз.,c^2 = a^2 + b^2 + 2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 + b^2 - 2ab cos C,c^2 = a^2 + b^2 + 2ab cos C|c^2 = a^2 - b^2 - 2ab cos C|c = a+b-2ab cos C|c^2 = a^2 + b^2 - 2ab cos C,4,,,,,Теорема косинусов обобщает теорему Пифагора для произвольного треугольника.,Косинустар теоремасы кез келген үшбұрыш үшін Пифагор теоремасының жалпыламасы.
Математика,hard,single_choice,Теорема синусов,Синустар теоремасы,Выберите верную формулу по теме «Теорема синусов».,«Синустар теоремасы» тақырыбы бойынша дұрыс формуланы таңдаңыз.,a/cos A = b/cos B = c/cos C|a*sin A = b*sin B = c*sin C|a/sin A = b/sin B = c/sin C|a/sin A = b/sin C = c/sin B,a/cos A = b/cos B = c/cos C|a*sin A = b*sin B = c*sin C|a/sin A = b/sin B = c/sin C|a/sin A = b/sin C = c/sin B,3,,,,,В одном треугольнике отношение стороны к синусу противолежащего угла одинаково для всех сторон.,Үшбұрышта қабырға мен қарсы жатқан бұрыш синусының қатынасы барлық қабырғалар үшін бірдей.
Математика,hard,single_choice,Теорема синусов,Синустар теоремасы,Какая запись корректна для темы «Теорема синусов»?,«Синустар теоремасы» тақырыбына қай жазба дұрыс келеді?,a/sin A = b/sin C = c/sin B|a/sin A = b/sin B = c/sin C|a/cos A = b/cos B = c/cos C|a*sin A = b*sin B = c*sin C,a/sin A = b/sin C = c/sin B|a/sin A = b/sin B = c/sin C|a/cos A = b/cos B = c/cos C|a*sin A = b*sin B = c*sin C,2,,,,,В одном треугольнике отношение стороны к синусу противолежащего угла одинаково для всех сторон.,Үшбұрышта қабырға мен қарсы жатқан бұрыш синусының қатынасы барлық қабырғалар үшін бірдей.
